school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,19.0,U,LE3,T,4,0,at_home,health,other,father,4,3,3,yes,no,yes,yes,no,no,yes,no,3,2,5,3,5,2,1,0,20,19.0
GP,F,21.0,U,LE3,T,0,2,services,at_home,reputation,other,2,1,2,yes,no,no,no,no,yes,no,no,1,3,4,5,3,5,8,7,16,20.0
MS,F,16.0,R,GT3,T,1,1,at_home,teacher,reputation,mother,1,1,2,yes,no,no,no,yes,no,no,no,3,5,1,2,3,5,29,2,3,9.0
GP,F,15.0,R,GT3,A,4,1,health,at_home,home,father,3,2,0,yes,yes,yes,no,no,yes,yes,yes,3,1,5,5,1,1,48,3,6,7.0
MS,F,16.0,R,GT3,T,2,1,other,health,course,other,4,3,2,yes,yes,yes,no,no,yes,no,no,2,1,1,3,1,4,29,0,11,8.0
MS,F,15.0,U,GT3,A,3,0,services,other,reputation,father,2,4,2,yes,no,no,yes,no,no,yes,no,3,3,3,1,3,1,79,5,2,18.0
GP,M,20.0,U,GT3,A,1,3,services,other,home,other,1,3,3,yes,yes,no,yes,yes,no,no,no,5,2,3,3,5,4,76,10,7,11.0
MS,F,18.0,U,LE3,A,3,3,health,services,course,mother,3,4,2,no,yes,no,no,yes,no,yes,yes,2,4,3,4,4,1,51,16,11,9.0
MS,F,20.0,R,LE3,A,4,3,health,health,home,father,1,3,2,no,no,yes,no,no,no,no,yes,5,4,1,4,3,3,85,16,0,7.0
MS,M,20.0,U,LE3,T,4,0,at_home,at_home,course,mother,3,2,1,no,no,yes,yes,no,no,no,yes,4,5,5,5,5,3,91,7,8,8.0
GP,M,20.0,U,GT3,T,0,0,at_home,teacher,course,other,1,3,0,yes,no,no,no,yes,no,no,no,4,4,1,4,3,4,20,20,4,6.0
MS,F,17.0,U,LE3,A,3,2,at_home,other,home,mother,4,2,0,yes,yes,yes,no,no,no,no,yes,3,3,1,3,1,5,37,16,17,6.0
GP,F,18.0,U,GT3,A,4,3,teacher,health,home,other,4,2,3,no,yes,no,no,yes,no,yes,no,2,2,5,4,5,4,4,18,3,15.0
GP,M,18.0,U,GT3,A,1,0,services,teacher,reputation,other,1,1,3,no,yes,yes,no,yes,no,no,yes,4,2,1,4,5,3,5,1,0,5.0
GP,M,21.0,R,LE3,A,1,4,other,at_home,reputation,other,4,2,0,no,no,no,yes,yes,yes,yes,no,5,5,2,3,5,1,72,3,13,8.0
GP,M,20.0,U,LE3,T,3,4,other,other,home,mother,3,4,0,no,yes,yes,yes,yes,no,no,yes,5,3,1,3,4,5,53,10,12,0.0
MS,M,15.0,U,LE3,T,0,3,services,other,other,father,3,3,2,no,yes,no,yes,yes,no,yes,no,5,2,1,4,3,4,87,10,1,3.0
MS,F,16.0,U,GT3,A,2,2,services,at_home,home,other,3,2,3,yes,yes,yes,no,yes,no,no,no,2,2,3,4,2,3,74,3,16,12.0
MS,F,18.0,R,GT3,A,3,0,teacher,at_home,home,father,3,2,2,yes,yes,no,no,yes,yes,yes,no,3,4,4,2,4,5,44,14,19,0.0
MS,F,18.0,U,GT3,T,3,3,health,services,reputation,father,2,1,1,yes,no,no,no,yes,no,yes,yes,1,2,1,1,1,2,89,13,12,16.0
MS,F,19.0,R,GT3,T,0,4,health,services,reputation,other,1,4,0,no,yes,yes,yes,no,no,no,no,1,3,3,2,1,3,52,0,1,15.0
MS,M,18.0,R,GT3,A,1,1,other,at_home,home,other,3,2,1,yes,yes,no,yes,yes,yes,no,yes,5,5,3,4,5,5,62,17,9,12.0
MS,M,16.0,U,GT3,A,1,2,at_home,services,reputation,father,1,1,0,yes,yes,yes,yes,no,no,yes,no,1,1,4,4,2,5,32,5,15,13.0
GP,F,20.0,U,LE3,A,1,1,at_home,other,course,mother,1,1,2,yes,yes,no,no,no,yes,no,yes,3,1,2,2,2,3,61,14,5,14.0
MS,M,22.0,U,LE3,T,0,2,health,teacher,reputation,other,4,2,2,no,no,yes,yes,no,no,no,no,1,3,5,5,2,4,63,9,13,5.0
GP,M,22.0,R,LE3,A,1,4,health,teacher,reputation,mother,4,1,3,no,no,yes,yes,no,no,yes,no,1,1,1,3,5,1,49,19,12,7.0
GP,F,20.0,R,LE3,A,4,0,teacher,services,home,father,1,2,1,yes,no,yes,yes,yes,no,no,no,5,3,2,3,3,4,63,20,16,0.0
GP,M,21.0,R,GT3,T,2,0,teacher,services,other,mother,2,2,0,no,yes,yes,yes,yes,yes,no,no,4,5,4,1,2,3,24,11,12,2.0
MS,F,15.0,U,LE3,A,3,2,health,health,reputation,mother,2,2,2,yes,yes,no,yes,no,no,no,no,2,4,4,4,5,1,46,15,10,17.0
MS,F,20.0,U,LE3,A,0,1,health,teacher,other,mother,1,1,2,no,yes,yes,yes,yes,no,yes,yes,4,3,1,1,2,1,11,12,3,1.0
MS,F,21.0,R,GT3,T,1,0,health,teacher,home,father,4,4,1,yes,yes,no,no,yes,no,yes,no,5,5,2,3,4,2,75,0,1,1.0
MS,F,22.0,R,GT3,T,0,0,teacher,other,other,other,2,1,2,yes,yes,yes,no,yes,yes,no,yes,3,3,2,3,3,5,44,2,0,11.0
MS,F,15.0,R,GT3,T,2,1,services,other,reputation,father,2,4,1,no,yes,no,yes,no,yes,yes,no,4,2,5,5,3,1,10,20,15,4.0
GP,F,20.0,U,LE3,T,1,3,other,other,home,father,4,2,1,yes,no,yes,yes,yes,no,no,yes,1,1,5,4,2,2,39,10,7,16.0
GP,F,20.0,R,LE3,T,4,2,services,other,reputation,mother,4,3,1,no,no,no,yes,yes,no,no,no,1,3,5,1,4,2,17,10,1,5.0
MS,M,17.0,R,GT3,T,3,3,other,health,home,mother,2,3,3,no,no,yes,yes,no,yes,yes,yes,5,4,1,4,3,1,48,7,2,3.0
MS,M,20.0,U,GT3,T,2,4,health,at_home,reputation,father,4,1,1,no,no,no,yes,no,no,no,no,5,3,3,2,5,2,44,16,13,16.0
MS,M,15.0,R,GT3,T,1,3,teacher,at_home,home,other,3,2,0,yes,yes,yes,no,yes,no,yes,no,5,2,5,1,5,3,2,11,10,8.0
MS,F,17.0,U,GT3,A,0,4,health,other,home,father,4,1,2,yes,yes,yes,yes,yes,yes,no,no,5,1,1,4,3,1,29,0,9,11.0
GP,M,19.0,R,GT3,A,2,2,health,other,other,other,3,4,2,yes,yes,no,no,yes,yes,yes,no,2,2,5,4,3,1,36,20,20,20.0
GP,M,21.0,R,LE3,A,2,2,services,services,course,father,3,3,0,no,yes,no,no,no,no,yes,yes,1,5,2,1,5,1,17,16,12,9.0
MS,F,17.0,R,LE3,A,4,3,other,other,reputation,father,3,2,3,yes,yes,yes,yes,yes,yes,yes,no,3,3,2,5,1,2,39,5,7,3.0
GP,F,15.0,R,GT3,A,4,1,services,teacher,reputation,mother,3,4,0,yes,yes,yes,yes,yes,no,no,yes,5,4,2,4,3,1,28,19,17,8.0
MS,M,15.0,U,GT3,A,1,3,services,services,course,mother,1,1,3,yes,no,no,no,no,no,no,yes,2,5,5,3,2,4,73,3,2,12.0
GP,F,18.0,U,LE3,T,0,0,health,services,home,mother,4,1,1,yes,no,no,no,yes,yes,yes,yes,4,2,4,3,3,3,72,5,3,3.0
GP,F,20.0,R,LE3,A,1,4,health,health,home,mother,4,3,2,no,yes,no,yes,yes,no,no,no,4,2,3,5,4,1,86,4,14,1.0
MS,F,18.0,R,LE3,T,0,1,other,services,reputation,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,3,4,3,5,2,3,28,14,4,7.0
MS,M,15.0,R,GT3,A,4,1,at_home,at_home,reputation,father,1,4,3,no,yes,yes,no,no,no,no,no,1,5,3,3,3,3,54,6,19,19.0
GP,M,15.0,R,LE3,A,3,3,teacher,other,other,father,1,2,0,yes,yes,no,no,yes,yes,no,yes,4,5,5,4,5,1,80,8,7,18.0
GP,M,16.0,U,GT3,T,2,0,services,at_home,reputation,other,4,3,1,yes,no,yes,no,no,no,no,yes,4,3,5,5,1,4,26,5,18,17.0
GP,F,17.0,U,GT3,A,3,4,health,services,other,other,3,3,1,yes,yes,yes,yes,no,yes,yes,yes,3,2,1,1,4,1,7,11,18,9.0
MS,F,21.0,U,GT3,A,1,4,health,teacher,reputation,other,1,1,0,no,yes,yes,yes,no,no,no,no,1,3,2,2,5,5,52,20,7,2.0
GP,M,16.0,U,GT3,T,2,1,other,other,other,mother,4,2,2,yes,no,yes,no,no,no,no,yes,2,3,5,5,5,2,52,2,3,14.0
GP,M,15.0,U,GT3,T,2,1,at_home,other,other,mother,1,1,0,no,no,no,no,yes,no,yes,no,3,4,4,5,5,3,86,0,7,2.0
GP,F,19.0,R,LE3,A,2,0,health,teacher,other,mother,2,1,3,yes,no,no,no,no,yes,yes,no,4,5,4,3,4,3,88,11,16,15.0
GP,F,18.0,R,GT3,A,2,2,other,services,course,father,4,2,3,yes,no,no,yes,yes,no,no,no,4,3,5,1,2,3,80,4,10,15.0
GP,M,18.0,U,LE3,A,4,3,other,other,home,mother,2,2,2,yes,no,yes,no,yes,no,no,yes,1,3,1,5,1,2,38,0,10,14.0
GP,F,22.0,R,LE3,A,3,1,health,services,course,mother,1,2,3,no,yes,no,yes,no,yes,no,no,5,4,1,5,2,2,39,5,14,18.0
MS,F,19.0,U,GT3,A,0,1,at_home,teacher,other,mother,2,2,1,yes,yes,yes,no,yes,yes,yes,no,1,5,5,1,3,2,23,1,1,18.0
GP,M,15.0,R,LE3,A,3,0,services,at_home,reputation,father,3,1,0,no,yes,yes,yes,no,yes,no,no,3,2,5,4,2,2,80,9,9,0.0
GP,M,20.0,U,GT3,T,1,0,teacher,other,home,father,2,3,0,no,yes,yes,no,no,yes,yes,yes,3,4,3,4,2,2,50,0,0,0.0
GP,F,21.0,U,GT3,T,2,2,at_home,other,home,father,2,2,3,no,no,no,no,no,yes,no,yes,4,4,5,1,2,5,25,9,14,9.0
GP,F,18.0,R,LE3,A,2,0,teacher,at_home,home,mother,3,2,2,no,no,yes,yes,yes,yes,no,no,3,2,1,4,4,1,46,2,15,12.0
GP,M,19.0,U,LE3,T,0,0,teacher,teacher,course,other,2,1,1,yes,no,no,yes,yes,yes,no,no,4,1,1,3,3,4,53,1,6,16.0
MS,F,16.0,U,LE3,T,4,0,health,other,reputation,mother,4,4,2,yes,no,no,no,yes,no,no,no,5,4,4,5,3,3,73,0,7,16.0
GP,M,15.0,U,LE3,T,2,3,services,services,other,mother,4,1,1,no,yes,yes,no,yes,no,yes,no,4,4,2,3,3,3,79,7,5,13.0
MS,F,22.0,R,GT3,A,3,1,health,health,course,mother,1,3,2,yes,no,yes,yes,yes,no,yes,yes,1,5,4,4,3,2,49,12,5,18.0
MS,F,20.0,R,LE3,A,3,2,health,other,other,mother,4,4,1,no,no,yes,no,no,yes,yes,yes,1,2,5,1,3,3,81,12,20,10.0
GP,F,15.0,R,GT3,T,2,1,services,other,course,mother,4,2,1,yes,no,yes,no,no,no,yes,no,4,5,5,3,3,3,71,7,7,2.0
GP,M,19.0,R,LE3,A,3,4,teacher,health,reputation,father,3,1,0,yes,yes,yes,yes,no,no,no,no,3,2,1,5,4,3,24,3,18,12.0
GP,M,22.0,R,LE3,A,4,3,services,services,other,father,3,4,2,yes,no,no,yes,no,yes,no,yes,4,4,1,4,4,3,90,6,10,2.0
GP,M,21.0,R,LE3,A,0,4,teacher,other,home,mother,4,2,3,no,no,yes,no,yes,no,yes,yes,3,3,3,4,5,3,43,14,4,19.0
GP,M,15.0,U,LE3,T,2,4,other,other,course,other,3,2,1,no,yes,no,yes,no,no,yes,no,4,4,4,5,4,1,71,16,7,2.0
GP,F,16.0,U,GT3,A,0,4,at_home,at_home,reputation,father,3,3,2,yes,no,no,yes,yes,no,no,no,4,1,3,3,5,2,30,11,15,11.0
MS,F,20.0,U,LE3,T,1,4,other,services,other,mother,4,4,0,no,no,yes,no,yes,yes,yes,no,1,2,1,1,2,5,22,18,17,1.0
MS,M,18.0,R,GT3,T,4,2,other,services,home,mother,4,2,0,no,no,no,yes,no,no,no,no,5,2,4,1,3,4,71,1,19,20.0
MS,M,20.0,U,LE3,A,1,3,health,health,other,other,3,2,1,yes,yes,yes,no,no,yes,yes,yes,4,3,3,2,4,5,6,2,17,8.0
MS,M,20.0,U,GT3,A,1,2,at_home,teacher,other,mother,1,2,0,no,no,yes,no,yes,no,yes,yes,4,2,2,5,1,1,0,3,0,19.0
GP,M,16.0,U,LE3,A,4,0,at_home,health,reputation,other,1,1,3,no,yes,yes,no,no,yes,yes,yes,3,4,5,3,2,2,43,7,14,0.0
MS,M,17.0,R,GT3,T,4,0,services,services,reputation,other,1,2,3,yes,no,no,no,yes,yes,yes,yes,2,5,4,3,4,4,65,8,15,18.0
MS,F,18.0,U,GT3,T,0,4,at_home,health,home,mother,4,2,1,yes,no,no,no,yes,yes,yes,no,3,2,3,1,4,1,11,4,20,18.0
MS,F,22.0,R,LE3,T,1,1,teacher,services,home,other,3,3,1,no,no,no,yes,yes,yes,no,no,2,2,4,5,5,1,32,13,8,7.0
MS,F,15.0,R,LE3,A,4,1,services,at_home,other,father,2,1,0,no,yes,yes,yes,yes,yes,no,yes,2,4,5,2,5,1,14,3,3,7.0
MS,F,19.0,R,GT3,T,0,4,other,health,reputation,mother,3,1,2,yes,no,no,yes,no,no,yes,yes,1,4,1,2,2,5,0,1,17,12.0
MS,M,16.0,R,GT3,T,2,3,health,at_home,reputation,father,1,2,2,no,yes,yes,yes,yes,no,yes,yes,4,4,3,2,4,3,71,16,17,5.0
GP,M,18.0,R,GT3,T,0,4,services,at_home,home,mother,4,3,2,yes,yes,no,yes,no,yes,yes,yes,2,2,2,3,3,5,37,1,1,18.0
MS,M,21.0,U,GT3,T,4,4,other,teacher,home,father,4,1,2,no,yes,yes,yes,no,no,no,yes,3,1,4,1,3,5,69,10,15,11.0
GP,M,17.0,U,GT3,A,4,0,at_home,other,home,father,3,1,0,yes,yes,no,no,no,yes,no,yes,2,1,5,4,3,4,90,6,9,20.0
MS,F,17.0,U,GT3,A,4,4,health,at_home,other,mother,3,3,2,yes,yes,yes,no,yes,no,no,no,2,5,4,3,1,2,16,16,12,20.0
MS,F,19.0,R,LE3,T,2,4,at_home,health,reputation,other,4,1,2,yes,no,no,yes,no,no,yes,yes,2,3,5,2,3,4,20,11,14,6.0
MS,M,16.0,R,LE3,T,0,1,teacher,teacher,home,father,3,2,0,yes,no,no,no,no,yes,yes,yes,4,1,5,1,4,5,55,19,17,4.0
GP,F,21.0,U,GT3,T,3,3,health,health,reputation,other,2,1,1,yes,no,no,no,yes,no,no,yes,3,2,5,2,3,3,44,9,20,16.0
MS,F,18.0,R,LE3,T,0,0,at_home,services,home,father,3,3,0,yes,no,no,yes,no,yes,yes,yes,2,1,2,4,1,3,32,15,8,6.0
MS,M,18.0,U,GT3,A,0,3,services,health,home,mother,2,3,1,yes,no,yes,no,no,yes,no,no,4,3,4,1,4,4,84,2,13,1.0
GP,M,15.0,U,GT3,A,3,1,teacher,teacher,other,father,1,1,3,yes,yes,no,yes,yes,no,yes,yes,4,4,2,5,4,3,69,10,12,4.0
MS,M,21.0,R,LE3,A,0,3,other,at_home,reputation,father,4,4,3,yes,yes,yes,yes,no,no,yes,yes,5,1,1,3,1,2,17,8,17,3.0
MS,F,15.0,R,GT3,A,3,0,services,teacher,reputation,other,4,4,3,no,yes,no,yes,no,yes,yes,no,2,2,1,3,5,3,8,10,5,13.0
GP,M,19.0,R,GT3,A,4,0,teacher,health,other,father,4,1,2,no,yes,yes,yes,no,no,yes,no,4,3,5,5,4,3,31,1,3,0.0
GP,F,21.0,R,GT3,A,2,3,services,other,reputation,other,3,4,0,yes,yes,yes,yes,no,yes,no,yes,4,3,5,3,2,2,25,2,9,17.0
GP,F,15.0,R,GT3,A,0,1,health,at_home,home,mother,2,2,2,yes,yes,yes,yes,yes,yes,no,yes,4,4,3,2,3,3,56,0,20,8.0
MS,M,15.0,R,GT3,T,0,4,services,health,course,mother,2,1,1,yes,no,no,yes,no,yes,no,yes,1,2,1,1,1,3,73,11,1,12.0
GP,F,22.0,R,GT3,T,0,2,teacher,at_home,other,other,2,1,1,no,no,yes,yes,no,yes,no,no,5,3,2,4,3,4,9,0,8,3.0
MS,F,16.0,U,LE3,T,3,1,services,health,reputation,father,2,1,3,no,no,no,no,yes,no,no,no,2,5,3,5,3,3,3,0,15,14.0
GP,M,18.0,U,LE3,A,4,3,services,other,home,other,1,4,3,no,yes,no,yes,no,no,yes,no,5,4,1,5,2,2,42,6,17,17.0
GP,F,16.0,U,LE3,A,0,1,other,teacher,home,father,2,3,0,no,yes,no,yes,no,yes,yes,no,1,3,5,5,3,5,74,9,1,18.0
MS,F,18.0,U,GT3,A,2,1,at_home,services,reputation,other,3,2,1,yes,yes,yes,no,yes,yes,no,no,3,2,1,1,1,3,15,3,0,5.0
GP,F,15.0,R,LE3,A,1,0,other,health,course,father,2,1,1,no,yes,no,yes,yes,no,yes,no,2,4,4,2,1,3,85,7,10,7.0
MS,F,18.0,U,GT3,T,2,3,other,health,reputation,other,2,3,2,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,3,2,87,4,7,4.0
GP,M,18.0,R,LE3,T,1,1,at_home,other,reputation,other,3,4,3,yes,no,yes,yes,no,no,no,yes,5,3,3,2,3,1,91,11,19,6.0
GP,F,22.0,U,GT3,A,4,2,other,services,reputation,father,4,1,0,yes,yes,no,yes,yes,no,no,no,1,4,3,3,4,1,47,9,17,19.0
MS,F,22.0,R,GT3,A,0,4,at_home,health,course,father,1,1,2,yes,yes,no,yes,yes,no,no,yes,3,2,1,2,3,4,74,18,2,3.0
GP,F,20.0,U,LE3,T,3,3,services,services,course,father,4,1,1,no,yes,yes,yes,no,no,no,yes,1,3,5,4,5,2,2,8,6,10.0
MS,F,21.0,R,LE3,A,1,2,other,health,home,other,1,4,1,yes,no,yes,no,yes,yes,yes,yes,3,4,2,5,3,3,45,8,14,2.0
MS,M,20.0,R,LE3,T,2,2,health,at_home,other,father,1,4,1,no,no,no,yes,yes,yes,yes,no,2,4,5,4,2,2,17,17,12,16.0
MS,F,18.0,U,LE3,A,3,3,services,other,reputation,mother,2,4,0,yes,no,no,yes,no,yes,no,yes,4,5,4,4,2,1,19,17,19,12.0
MS,F,20.0,R,GT3,A,2,3,services,services,home,mother,4,4,0,yes,yes,yes,no,yes,no,no,yes,1,1,5,4,4,4,5,7,0,13.0
GP,F,20.0,U,GT3,T,0,1,at_home,other,other,father,4,4,0,no,yes,no,yes,no,yes,no,yes,4,5,1,3,4,5,35,18,1,9.0
MS,F,22.0,R,LE3,T,1,1,services,at_home,reputation,other,4,2,3,no,yes,no,no,no,no,yes,no,3,2,5,3,4,3,63,13,6,17.0
GP,M,16.0,U,LE3,A,4,1,services,teacher,course,mother,1,3,0,no,yes,yes,yes,no,yes,no,no,5,5,1,3,5,4,69,16,10,8.0
MS,F,18.0,U,LE3,A,3,3,teacher,services,course,father,1,2,1,yes,no,no,yes,yes,yes,no,no,1,4,4,3,1,3,70,12,19,20.0
GP,F,15.0,R,LE3,A,3,0,at_home,services,other,father,2,1,0,no,no,yes,no,no,no,yes,yes,2,1,2,2,3,1,79,13,19,4.0
GP,F,18.0,U,GT3,A,3,3,health,other,course,father,2,1,3,no,yes,no,yes,yes,yes,yes,yes,5,4,5,4,4,2,70,0,19,0.0
GP,F,19.0,R,GT3,A,1,0,at_home,at_home,home,mother,2,1,1,no,yes,no,no,no,yes,yes,no,1,1,2,5,4,2,90,17,4,18.0
GP,M,22.0,U,LE3,T,1,2,other,at_home,other,father,3,1,3,yes,yes,no,no,yes,no,yes,yes,4,2,4,3,5,3,3,18,16,8.0
GP,M,22.0,R,GT3,A,4,0,at_home,at_home,home,father,3,2,0,no,no,no,no,yes,no,yes,yes,5,2,2,4,3,2,49,14,1,9.0
GP,F,15.0,U,GT3,T,3,3,services,health,home,mother,1,2,3,yes,no,no,no,no,yes,yes,yes,4,3,2,1,3,5,69,18,14,7.0
MS,M,16.0,R,GT3,A,2,3,at_home,services,home,mother,1,3,3,no,yes,yes,yes,yes,no,yes,no,2,3,4,3,2,2,43,8,2,0.0
GP,F,16.0,R,GT3,T,0,3,other,at_home,reputation,mother,1,3,3,yes,yes,yes,yes,yes,no,yes,yes,4,1,5,5,3,4,26,19,13,2.0
GP,F,22.0,R,GT3,T,4,3,services,services,home,mother,1,1,1,yes,yes,no,yes,no,no,no,no,4,2,4,3,2,4,54,12,13,17.0
GP,F,15.0,U,LE3,A,3,2,other,other,course,father,1,1,3,no,no,no,no,no,yes,no,no,1,4,4,4,4,5,76,20,7,17.0
GP,M,19.0,R,LE3,T,2,2,services,at_home,other,other,2,4,2,no,no,yes,no,yes,yes,yes,no,1,5,4,4,4,5,0,19,19,15.0
MS,F,18.0,R,GT3,T,2,3,at_home,other,course,father,4,2,0,no,yes,yes,no,no,yes,no,yes,2,4,1,1,4,5,39,15,17,15.0
GP,F,15.0,R,LE3,T,2,4,at_home,at_home,course,father,3,4,1,no,yes,yes,yes,no,yes,no,no,5,2,2,1,1,4,24,19,2,13.0
GP,M,20.0,U,LE3,A,3,2,teacher,other,course,other,3,2,3,yes,no,no,no,no,no,no,yes,4,4,2,4,3,1,4,10,14,16.0
GP,F,19.0,R,LE3,T,3,2,health,teacher,reputation,father,2,3,2,no,yes,no,no,yes,yes,yes,no,2,3,4,3,1,2,63,4,5,10.0
GP,F,16.0,R,GT3,A,2,2,other,other,other,other,4,3,2,no,yes,yes,no,no,yes,no,no,5,5,3,5,1,4,11,7,5,12.0
GP,F,15.0,R,GT3,T,4,3,other,other,course,father,2,1,0,yes,no,yes,no,no,yes,yes,no,3,4,4,5,1,4,37,15,4,12.0
MS,F,17.0,R,GT3,A,1,4,services,health,other,mother,4,2,0,no,yes,no,no,yes,no,no,no,4,2,5,5,3,5,73,8,6,0.0
GP,F,18.0,R,GT3,A,0,4,health,services,other,father,1,2,1,yes,no,no,no,no,no,no,yes,1,1,2,2,4,5,44,12,6,4.0
GP,M,18.0,R,LE3,A,0,4,services,health,course,other,3,2,0,yes,yes,yes,no,yes,no,no,yes,5,2,5,1,1,4,87,5,15,14.0
MS,M,18.0,R,LE3,A,0,2,services,other,home,other,1,3,0,yes,no,yes,no,no,yes,yes,no,5,3,5,2,1,5,79,3,0,0.0
GP,M,22.0,R,GT3,T,2,0,health,at_home,reputation,mother,2,4,0,no,no,yes,yes,yes,no,yes,yes,1,1,3,5,1,3,59,8,16,7.0
GP,F,15.0,R,LE3,T,3,4,at_home,health,other,father,1,4,2,no,no,yes,yes,yes,no,no,no,3,3,3,5,4,3,64,4,17,5.0
GP,M,17.0,U,LE3,A,0,1,services,health,course,father,4,1,1,yes,no,yes,no,yes,no,no,yes,5,4,1,4,5,2,79,2,20,20.0
GP,F,21.0,U,LE3,A,2,0,teacher,other,other,father,3,2,0,yes,no,yes,no,no,yes,no,yes,1,3,4,2,2,2,76,2,2,17.0
GP,F,15.0,R,GT3,A,3,0,health,at_home,home,other,3,3,3,no,no,yes,yes,no,no,no,no,2,2,5,3,5,1,88,14,7,7.0
GP,F,15.0,U,GT3,T,1,1,services,other,home,other,3,1,3,yes,no,yes,yes,no,yes,yes,no,2,2,5,3,1,4,49,4,2,5.0
GP,F,20.0,R,GT3,A,0,2,services,at_home,course,mother,2,3,0,no,no,yes,yes,yes,no,yes,yes,5,4,5,4,2,5,48,18,1,0.0
MS,F,17.0,R,GT3,T,3,4,at_home,other,reputation,other,2,4,1,no,no,no,yes,no,yes,yes,yes,4,4,2,4,2,3,14,8,5,4.0
GP,M,16.0,R,LE3,T,4,1,at_home,at_home,home,mother,2,1,2,yes,no,no,yes,yes,no,no,yes,3,5,2,1,4,5,12,3,19,4.0
GP,F,18.0,R,LE3,T,4,1,other,services,reputation,mother,4,2,1,no,no,yes,no,no,yes,no,no,3,4,3,5,2,2,14,1,15,4.0
MS,F,20.0,R,GT3,T,1,0,at_home,health,home,other,2,3,3,yes,no,no,yes,yes,yes,no,yes,3,3,1,5,4,2,68,0,20,17.0
MS,M,19.0,R,GT3,T,0,0,at_home,health,reputation,mother,4,2,0,no,yes,no,yes,no,yes,no,no,5,5,3,5,1,5,9,1,7,19.0
GP,M,18.0,U,GT3,A,0,0,other,services,course,other,4,4,0,no,yes,yes,yes,no,no,yes,no,4,2,2,4,4,3,17,3,14,15.0
GP,M,22.0,U,GT3,A,1,4,health,health,other,mother,3,3,2,no,yes,yes,no,no,yes,no,no,1,5,1,3,3,5,69,4,20,18.0
GP,F,15.0,U,LE3,T,1,3,teacher,teacher,reputation,father,2,1,1,no,yes,no,yes,no,yes,no,yes,3,4,4,4,3,1,20,2,17,7.0
MS,F,21.0,R,LE3,A,2,4,health,other,course,father,3,3,1,no,yes,no,no,no,yes,yes,no,4,3,4,3,1,4,12,12,7,2.0
MS,F,19.0,R,LE3,T,2,4,teacher,teacher,course,father,3,2,2,yes,yes,no,no,no,yes,yes,yes,4,1,1,3,1,5,1,18,12,10.0
MS,F,22.0,R,GT3,T,0,0,services,health,other,mother,1,3,0,no,no,yes,yes,no,no,yes,yes,5,3,1,4,3,5,67,20,0,18.0
MS,M,19.0,R,GT3,A,1,1,health,health,home,other,2,1,2,yes,no,no,no,yes,no,yes,yes,5,4,4,2,3,1,89,13,13,16.0
MS,F,21.0,U,GT3,A,3,2,at_home,health,course,mother,4,1,0,yes,no,yes,yes,yes,no,yes,no,4,2,5,2,3,5,23,8,13,13.0
GP,M,15.0,R,GT3,A,0,1,teacher,other,home,father,4,4,0,no,yes,no,no,no,yes,yes,no,4,3,4,4,4,1,21,18,19,4.0
MS,F,16.0,R,LE3,T,4,3,other,other,reputation,other,1,1,2,no,no,yes,no,no,no,no,yes,3,1,4,3,1,5,38,11,2,6.0
GP,F,21.0,U,GT3,T,3,3,health,at_home,course,father,2,3,0,no,yes,no,no,yes,no,no,no,5,1,2,5,1,4,58,7,13,10.0
MS,F,18.0,R,LE3,T,0,3,other,health,other,mother,3,3,1,no,yes,yes,yes,yes,yes,yes,yes,1,2,1,4,5,1,23,12,6,3.0
MS,M,18.0,U,GT3,T,2,4,teacher,health,home,other,4,4,0,no,no,yes,no,yes,no,yes,yes,3,3,4,4,3,5,84,13,4,9.0
GP,M,15.0,U,GT3,T,1,3,teacher,teacher,reputation,father,3,3,3,no,yes,no,no,no,no,no,yes,2,1,4,1,4,5,55,19,11,20.0
GP,M,15.0,U,GT3,A,4,3,teacher,health,course,mother,2,3,2,yes,no,yes,yes,yes,yes,yes,no,2,3,5,2,2,5,39,6,17,17.0
GP,F,19.0,R,LE3,T,3,1,health,at_home,reputation,other,3,1,0,no,yes,yes,no,yes,no,no,no,3,3,2,4,4,5,78,17,16,14.0
MS,M,17.0,U,GT3,A,1,0,services,services,reputation,father,2,3,0,no,yes,no,no,no,yes,yes,no,4,5,1,4,2,1,82,0,4,1.0
GP,F,19.0,R,LE3,A,3,0,services,other,home,father,1,4,2,no,yes,no,yes,no,yes,yes,no,1,1,3,4,3,5,45,8,1,9.0
MS,M,20.0,R,LE3,T,1,1,health,at_home,other,father,2,3,2,no,yes,no,no,yes,no,no,no,1,2,2,2,1,1,42,11,16,10.0
MS,F,15.0,U,LE3,A,4,0,other,teacher,other,other,2,2,2,no,yes,no,yes,no,yes,yes,no,5,1,2,1,2,2,77,14,9,11.0
MS,F,19.0,R,LE3,A,1,4,at_home,health,reputation,other,2,2,3,yes,no,yes,yes,yes,no,yes,yes,2,5,2,3,2,1,86,18,5,15.0
GP,M,17.0,R,LE3,A,1,1,services,other,reputation,mother,2,3,2,no,no,yes,no,yes,no,no,no,4,3,5,3,2,3,69,2,19,11.0
